RaceYear,RaceName,Driver,starting_compound,starting_lap_position,LapNumber
2020,Turkish Grand Prix,RIC,WET,7.0,1
2020,Turkish Grand Prix,RUS,INTERMEDIATE,17.0,1
2020,Turkish Grand Prix,SAI,WET,9.0,1
2020,Turkish Grand Prix,STR,WET,1.0,1
2020,Turkish Grand Prix,VER,WET,4.0,1
2020,Turkish Grand Prix,VET,WET,3.0,1
2020,Tuscan Grand Prix,ALB,SOFT,4.0,1
2020,Tuscan Grand Prix,BOT,SOFT,1.0,1
2020,Tuscan Grand Prix,GAS,SOFT,,1
2020,Tuscan Grand Prix,GIO,SOFT,14.0,1
2020,Tuscan Grand Prix,GRO,MEDIUM,17.0,1
2020,Tuscan Grand Prix,HAM,SOFT,2.0,1
2020,Tuscan Grand Prix,KVY,MEDIUM,9.0,1
2020,Tuscan Grand Prix,LAT,MEDIUM,13.0,1
2020,Tuscan Grand Prix,LEC,SOFT,3.0,1
2020,Tuscan Grand Prix,MAG,SOFT,12.0,1
2020,Tuscan Grand Prix,NOR,SOFT,8.0,1
2020,Tuscan Grand Prix,OCO,SOFT,10.0,1
2020,Tuscan Grand Prix,PER,SOFT,7.0,1
2020,Tuscan Grand Prix,RAI,MEDIUM,16.0,1
2020,Tuscan Grand Prix,RIC,SOFT,6.0,1
2020,Tuscan Grand Prix,RUS,MEDIUM,11.0,1
2020,Tuscan Grand Prix,SAI,SOFT,15.0,1
2020,Tuscan Grand Prix,STR,SOFT,5.0,1
2020,Tuscan Grand Prix,VER,SOFT,,1
2020,Tuscan Grand Prix,VET,SOFT,18.0,1
2021,Abu Dhabi Grand Prix,ALO,HARD,11.0,1
2021,Abu Dhabi Grand Prix,BOT,MEDIUM,8.0,1
2021,Abu Dhabi Grand Prix,GAS,HARD,12.0,1
2021,Abu Dhabi Grand Prix,GIO,MEDIUM,13.0,1
2021,Abu Dhabi Grand Prix,HAM,MEDIUM,1.0,1
2021,Abu Dhabi Grand Prix,LAT,MEDIUM,16.0,1
2021,Abu Dhabi Grand Prix,LEC,SOFT,6.0,1
2021,Abu Dhabi Grand Prix,MSC,SOFT,18.0,1
2021,Abu Dhabi Grand Prix,NOR,SOFT,5.0,1
2021,Abu Dhabi Grand Prix,OCO,SOFT,9.0,1
2021,Abu Dhabi Grand Prix,PER,SOFT,3.0,1
2021,Abu Dhabi Grand Prix,RAI,MEDIUM,17.0,1
2021,Abu Dhabi Grand Prix,RIC,SOFT,10.0,1
2021,Abu Dhabi Grand Prix,RUS,MEDIUM,19.0,1
2021,Abu Dhabi Grand Prix,SAI,SOFT,4.0,1
2021,Abu Dhabi Grand Prix,STR,MEDIUM,14.0,1
2021,Abu Dhabi Grand Prix,TSU,MEDIUM,7.0,1
2021,Abu Dhabi Grand Prix,VER,SOFT,2.0,1
2021,Abu Dhabi Grand Prix,VET,MEDIUM,15.0,1
2021,Austrian Grand Prix,ALO,MEDIUM,16.0,1
2021,Austrian Grand Prix,BOT,MEDIUM,5.0,1
2021,Austrian Grand Prix,GAS,SOFT,6.0,1
2021,Austrian Grand Prix,GIO,MEDIUM,12.0,1
2021,Austrian Grand Prix,HAM,MEDIUM,4.0,1
2021,Austrian Grand Prix,LAT,MEDIUM,18.0,1
2021,Austrian Grand Prix,LEC,MEDIUM,10.0,1
2021,Austrian Grand Prix,MAZ,MEDIUM,19.0,1
2021,Austrian Grand Prix,MSC,MEDIUM,17.0,1
2021,Austrian Grand Prix,NOR,MEDIUM,2.0,1
2021,Austrian Grand Prix,OCO,MEDIUM,,1
2021,Austrian Grand Prix,PER,MEDIUM,3.0,1
2021,Austrian Grand Prix,RAI,HARD,15.0,1
2021,Austrian Grand Prix,RIC,MEDIUM,11.0,1
2021,Austrian Grand Prix,RUS,MEDIUM,13.0,1
2021,Austrian Grand Prix,SAI,HARD,14.0,1
2021,Austrian Grand Prix,STR,SOFT,8.0,1
2021,Austrian Grand Prix,TSU,SOFT,7.0,1
2021,Austrian Grand Prix,VER,MEDIUM,1.0,1
2021,Austrian Grand Prix,VET,SOFT,9.0,1
2021,Azerbaijan Grand Prix,ALO,SOFT,7.0,1
2021,Azerbaijan Grand Prix,BOT,SOFT,10.0,1
2021,Azerbaijan Grand Prix,GAS,SOFT,5.0,1
2021,Azerbaijan Grand Prix,GIO,SOFT,15.0,1
2021,Azerbaijan Grand Prix,HAM,SOFT,2.0,1
2021,Azerbaijan Grand Prix,LAT,MEDIUM,17.0,1
2021,Azerbaijan Grand Prix,LEC,SOFT,1.0,1
2021,Azerbaijan Grand Prix,MAZ,SOFT,19.0,1
2021,Azerbaijan Grand Prix,MSC,SOFT,18.0,1
2021,Azerbaijan Grand Prix,NOR,SOFT,12.0,1
2021,Azerbaijan Grand Prix,OCO,SOFT,11.0,1
2021,Azerbaijan Grand Prix,PER,SOFT,4.0,1
2021,Azerbaijan Grand Prix,RAI,MEDIUM,14.0,1
2021,Azerbaijan Grand Prix,RIC,SOFT,13.0,1
2021,Azerbaijan Grand Prix,RUS,MEDIUM,20.0,1
2021,Azerbaijan Grand Prix,SAI,SOFT,6.0,1
2021,Azerbaijan Grand Prix,STR,HARD,16.0,1
2021,Azerbaijan Grand Prix,TSU,SOFT,8.0,1
2021,Azerbaijan Grand Prix,VER,SOFT,3.0,1
2021,Azerbaijan Grand Prix,VET,SOFT,9.0,1
2021,Bahrain Grand Prix,ALO,SOFT,8.0,1
2021,Bahrain Grand Prix,BOT,MEDIUM,4.0,1
2021,Bahrain Grand Prix,GAS,MEDIUM,5.0,1
2021,Bahrain Grand Prix,GIO,MEDIUM,12.0,1
2021,Bahrain Grand Prix,HAM,MEDIUM,2.0,1
2021,Bahrain Grand Prix,LAT,SOFT,17.0,1
2021,Bahrain Grand Prix,LEC,SOFT,3.0,1
2021,Bahrain Grand Prix,MAZ,MEDIUM,,1
2021,Bahrain Grand Prix,MSC,MEDIUM,18.0,1
2021,Bahrain Grand Prix,NOR,SOFT,6.0,1
2021,Bahrain Grand Prix,OCO,SOFT,13.0,1
2021,Bahrain Grand Prix,PER,MEDIUM,19.0,1
2021,Bahrain Grand Prix,RAI,MEDIUM,11.0,1
2021,Bahrain Grand Prix,RIC,SOFT,7.0,1
2021,Bahrain Grand Prix,RUS,SOFT,16.0,1
2021,Bahrain Grand Prix,SAI,SOFT,10.0,1
2021,Bahrain Grand Prix,STR,SOFT,9.0,1
2021,Bahrain Grand Prix,TSU,MEDIUM,15.0,1
2021,Bahrain Grand Prix,VER,MEDIUM,1.0,1
2021,Bahrain Grand Prix,VET,MEDIUM,14.0,1
2021,Belgian Grand Prix,ALO,UNKNOWN,11.0,1
2021,Belgian Grand Prix,BOT,UNKNOWN,12.0,1
2021,Belgian Grand Prix,GAS,UNKNOWN,6.0,1
2021,Belgian Grand Prix,GIO,UNKNOWN,13.0,1
2021,Belgian Grand Prix,HAM,UNKNOWN,3.0,1
2021,Belgian Grand Prix,LAT,UNKNOWN,9.0,1
2021,Belgian Grand Prix,LEC,UNKNOWN,8.0,1
2021,Belgian Grand Prix,MAZ,UNKNOWN,17.0,1
2021,Belgian Grand Prix,MSC,UNKNOWN,16.0,1
2021,Belgian Grand Prix,NOR,UNKNOWN,14.0,1
2021,Belgian Grand Prix,OCO,UNKNOWN,7.0,1
2021,Belgian Grand Prix,PER,UNKNOWN,20.0,1
2021,Belgian Grand Prix,RAI,UNKNOWN,19.0,1
2021,Belgian Grand Prix,RIC,UNKNOWN,4.0,1
2021,Belgian Grand Prix,RUS,UNKNOWN,2.0,1
2021,Belgian Grand Prix,SAI,UNKNOWN,10.0,1
2021,Belgian Grand Prix,STR,UNKNOWN,18.0,1
2021,Belgian Grand Prix,TSU,UNKNOWN,15.0,1
2021,Belgian Grand Prix,VER,UNKNOWN,1.0,1
2021,Belgian Grand Prix,VET,UNKNOWN,5.0,1
2021,British Grand Prix,ALO,MEDIUM,7.0,1
2021,British Grand Prix,BOT,MEDIUM,3.0,1
2021,British Grand Prix,GAS,MEDIUM,12.0,1
2021,British Grand Prix,GIO,MEDIUM,13.0,1
2021,British Grand Prix,HAM,MEDIUM,2.0,1
2021,British Grand Prix,LAT,MEDIUM,17.0,1
2021,British Grand Prix,LEC,MEDIUM,1.0,1
2021,British Grand Prix,MAZ,MEDIUM,18.0,1
2021,British Grand Prix,MSC,MEDIUM,16.0,1
2021,British Grand Prix,NOR,MEDIUM,4.0,1
2021,British Grand Prix,OCO,MEDIUM,10.0,1
2021,British Grand Prix,PER,HARD,19.0,1
2021,British Grand Prix,RAI,MEDIUM,9.0,1
2021,British Grand Prix,RIC,MEDIUM,5.0,1
2021,British Grand Prix,RUS,MEDIUM,14.0,1
2021,British Grand Prix,SAI,MEDIUM,8.0,1
2021,British Grand Prix,STR,MEDIUM,11.0,1
2021,British Grand Prix,TSU,MEDIUM,15.0,1
2021,British Grand Prix,VER,MEDIUM,,1
2021,British Grand Prix,VET,MEDIUM,6.0,1
2021,Dutch Grand Prix,ALO,SOFT,7.0,1
2021,Dutch Grand Prix,BOT,SOFT,3.0,1
2021,Dutch Grand Prix,GAS,SOFT,4.0,1
2021,Dutch Grand Prix,GIO,SOFT,10.0,1
2021,Dutch Grand Prix,HAM,SOFT,2.0,1
2021,Dutch Grand Prix,KUB,MEDIUM,16.0,1
2021,Dutch Grand Prix,LAT,MEDIUM,20.0,1
2021,Dutch Grand Prix,LEC,SOFT,5.0,1
2021,Dutch Grand Prix,MAZ,MEDIUM,17.0,1
2021,Dutch Grand Prix,MSC,SOFT,18.0,1
2021,Dutch Grand Prix,NOR,MEDIUM,13.0,1
2021,Dutch Grand Prix,OCO,SOFT,8.0,1
2021,Dutch Grand Prix,PER,HARD,19.0,1
2021,Dutch Grand Prix,RIC,SOFT,9.0,1
2021,Dutch Grand Prix,RUS,MEDIUM,11.0,1
2021,Dutch Grand Prix,SAI,SOFT,6.0,1
2021,Dutch Grand Prix,STR,SOFT,12.0,1
2021,Dutch Grand Prix,TSU,SOFT,14.0,1
2021,Dutch Grand Prix,VER,SOFT,1.0,1
2021,Dutch Grand Prix,VET,SOFT,15.0,1
2021,Emilia Romagna Grand Prix,ALO,INTERMEDIATE,17.0,1
2021,Emilia Romagna Grand Prix,BOT,INTERMEDIATE,10.0,1
2021,Emilia Romagna Grand Prix,GAS,WET,6.0,1
2021,Emilia Romagna Grand Prix,GIO,INTERMEDIATE,13.0,1
2021,Emilia Romagna Grand Prix,HAM,INTERMEDIATE,2.0,1
2021,Emilia Romagna Grand Prix,LAT,INTERMEDIATE,,1
2021,Emilia Romagna Grand Prix,LEC,INTERMEDIATE,3.0,1
2021,Emilia Romagna Grand Prix,MAZ,WET,19.0,1
2021,Emilia Romagna Grand Prix,MSC,WET,16.0,1
2021,Emilia Romagna Grand Prix,NOR,INTERMEDIATE,9.0,1
2021,Emilia Romagna Grand Prix,OCO,WET,14.0,1
2021,Emilia Romagna Grand Prix,PER,INTERMEDIATE,4.0,1
2021,Emilia Romagna Grand Prix,RAI,INTERMEDIATE,12.0,1
2021,Emilia Romagna Grand Prix,RIC,INTERMEDIATE,5.0,1
2021,Emilia Romagna Grand Prix,RUS,INTERMEDIATE,11.0,1
2021,Emilia Romagna Grand Prix,SAI,INTERMEDIATE,8.0,1
2021,Emilia Romagna Grand Prix,STR,INTERMEDIATE,7.0,1
2021,Emilia Romagna Grand Prix,TSU,INTERMEDIATE,15.0,1
2021,Emilia Romagna Grand Prix,VER,INTERMEDIATE,1.0,1
2021,Emilia Romagna Grand Prix,VET,INTERMEDIATE,18.0,1
2021,French Grand Prix,ALO,MEDIUM,8.0,1
2021,French Grand Prix,BOT,MEDIUM,3.0,1
2021,French Grand Prix,GAS,MEDIUM,6.0,1
2021,French Grand Prix,GIO,HARD,13.0,1
2021,French Grand Prix,HAM,MEDIUM,1.0,1
2021,French Grand Prix,LAT,MEDIUM,15.0,1
2021,French Grand Prix,LEC,MEDIUM,7.0,1
2021,French Grand Prix,MAZ,HARD,20.0,1
2021,French Grand Prix,MSC,MEDIUM,19.0,1
2021,French Grand Prix,NOR,MEDIUM,10.0,1
2021,French Grand Prix,OCO,HARD,11.0,1
2021,French Grand Prix,PER,MEDIUM,4.0,1
2021,French Grand Prix,RAI,HARD,14.0,1
2021,French Grand Prix,RIC,MEDIUM,9.0,1
2021,French Grand Prix,RUS,MEDIUM,17.0,1
2021,French Grand Prix,SAI,MEDIUM,5.0,1
2021,French Grand Prix,STR,HARD,16.0,1
2021,French Grand Prix,TSU,MEDIUM,18.0,1
2021,French Grand Prix,VER,MEDIUM,2.0,1
2021,French Grand Prix,VET,HARD,12.0,1
2021,Hungarian Grand Prix,ALO,INTERMEDIATE,7.0,1
2021,Hungarian Grand Prix,BOT,INTERMEDIATE,,1
2021,Hungarian Grand Prix,GAS,INTERMEDIATE,12.0,1
2021,Hungarian Grand Prix,GIO,MEDIUM,16.0,1
2021,Hungarian Grand Prix,HAM,INTERMEDIATE,1.0,1
2021,Hungarian Grand Prix,LAT,INTERMEDIATE,6.0,1
2021,Hungarian Grand Prix,LEC,INTERMEDIATE,,1
2021,Hungarian Grand Prix,MAZ,INTERMEDIATE,13.0,1
2021,Hungarian Grand Prix,MSC,INTERMEDIATE,11.0,1
2021,Hungarian Grand Prix,NOR,INTERMEDIATE,15.0,1
2021,Hungarian Grand Prix,OCO,INTERMEDIATE,2.0,1
2021,Hungarian Grand Prix,PER,INTERMEDIATE,,1
2021,Hungarian Grand Prix,RAI,INTERMEDIATE,10.0,1
2021,Hungarian Grand Prix,RIC,INTERMEDIATE,14.0,1
2021,Hungarian Grand Prix,RUS,INTERMEDIATE,8.0,1
2021,Hungarian Grand Prix,SAI,INTERMEDIATE,4.0,1
2021,Hungarian Grand Prix,STR,INTERMEDIATE,,1
2021,Hungarian Grand Prix,TSU,INTERMEDIATE,5.0,1
2021,Hungarian Grand Prix,VER,INTERMEDIATE,9.0,1
2021,Hungarian Grand Prix,VET,INTERMEDIATE,3.0,1
2021,Italian Grand Prix,ALO,MEDIUM,9.0,1
2021,Italian Grand Prix,BOT,HARD,16.0,1
2021,Italian Grand Prix,GAS,HARD,18.0,1
2021,Italian Grand Prix,GIO,MEDIUM,19.0,1
2021,Italian Grand Prix,HAM,HARD,4.0,1
2021,Italian Grand Prix,KUB,HARD,14.0,1
2021,Italian Grand Prix,LAT,MEDIUM,11.0,1
2021,Italian Grand Prix,LEC,MEDIUM,5.0,1
2021,Italian Grand Prix,MAZ,MEDIUM,17.0,1
2021,Italian Grand Prix,MSC,MEDIUM,15.0,1
2021,Italian Grand Prix,NOR,MEDIUM,3.0,1
2021,Italian Grand Prix,OCO,MEDIUM,10.0,1
2021,Italian Grand Prix,PER,MEDIUM,7.0,1
2021,Italian Grand Prix,RIC,MEDIUM,1.0,1
2021,Italian Grand Prix,RUS,MEDIUM,13.0,1
2021,Italian Grand Prix,SAI,MEDIUM,6.0,1
2021,Italian Grand Prix,STR,MEDIUM,8.0,1
2021,Italian Grand Prix,VER,MEDIUM,2.0,1
2021,Italian Grand Prix,VET,MEDIUM,12.0,1
2021,Mexico City Grand Prix,ALO,MEDIUM,12.0,1
2021,Mexico City Grand Prix,BOT,MEDIUM,18.0,1
2021,Mexico City Grand Prix,GAS,MEDIUM,4.0,1
2021,Mexico City Grand Prix,GIO,MEDIUM,6.0,1
2021,Mexico City Grand Prix,HAM,MEDIUM,2.0,1
2021,Mexico City Grand Prix,LAT,MEDIUM,13.0,1
2021,Mexico City Grand Prix,LEC,MEDIUM,5.0,1
2021,Mexico City Grand Prix,MAZ,MEDIUM,11.0,1
2021,Mexico City Grand Prix,MSC,MEDIUM,,1
2021,Mexico City Grand Prix,NOR,MEDIUM,15.0,1
2021,Mexico City Grand Prix,OCO,SOFT,14.0,1
2021,Mexico City Grand Prix,PER,MEDIUM,3.0,1
2021,Mexico City Grand Prix,RAI,MEDIUM,10.0,1
2021,Mexico City Grand Prix,RIC,MEDIUM,16.0,1
2021,Mexico City Grand Prix,RUS,MEDIUM,9.0,1
2021,Mexico City Grand Prix,SAI,MEDIUM,7.0,1
2021,Mexico City Grand Prix,STR,MEDIUM,17.0,1
2021,Mexico City Grand Prix,TSU,SOFT,,1
2021,Mexico City Grand Prix,VER,MEDIUM,1.0,1
2021,Mexico City Grand Prix,VET,MEDIUM,8.0,1
2021,Monaco Grand Prix,ALO,MEDIUM,14.0,1
2021,Monaco Grand Prix,BOT,SOFT,2.0,1
2021,Monaco Grand Prix,GAS,SOFT,5.0,1
2021,Monaco Grand Prix,GIO,SOFT,9.0,1
2021,Monaco Grand Prix,HAM,SOFT,6.0,1
2021,Monaco Grand Prix,LAT,MEDIUM,16.0,1
2021,Monaco Grand Prix,MAZ,SOFT,19.0,1
2021,Monaco Grand Prix,MSC,SOFT,18.0,1
2021,Monaco Grand Prix,NOR,SOFT,4.0,1
2021,Monaco Grand Prix,OCO,SOFT,10.0,1
2021,Monaco Grand Prix,PER,SOFT,8.0,1
2021,Monaco Grand Prix,RAI,MEDIUM,12.0,1
2021,Monaco Grand Prix,RIC,MEDIUM,13.0,1
2021,Monaco Grand Prix,RUS,MEDIUM,15.0,1
2021,Monaco Grand Prix,SAI,SOFT,3.0,1
2021,Monaco Grand Prix,STR,HARD,11.0,1
2021,Monaco Grand Prix,TSU,HARD,17.0,1
2021,Monaco Grand Prix,VER,SOFT,1.0,1
2021,Monaco Grand Prix,VET,SOFT,7.0,1
2021,Portuguese Grand Prix,ALO,MEDIUM,15.0,1
2021,Portuguese Grand Prix,BOT,MEDIUM,1.0,1
2021,Portuguese Grand Prix,GAS,SOFT,9.0,1
2021,Portuguese Grand Prix,GIO,MEDIUM,12.0,1
2021,Portuguese Grand Prix,HAM,MEDIUM,2.0,1
2021,Portuguese Grand Prix,LAT,MEDIUM,18.0,1
2021,Portuguese Grand Prix,LEC,MEDIUM,8.0,1
2021,Portuguese Grand Prix,MAZ,MEDIUM,20.0,1
2021,Portuguese Grand Prix,MSC,MEDIUM,19.0,1
2021,Portuguese Grand Prix,NOR,SOFT,6.0,1
2021,Portuguese Grand Prix,OCO,SOFT,7.0,1
2021,Portuguese Grand Prix,PER,MEDIUM,5.0,1
2021,Portuguese Grand Prix,RAI,SOFT,13.0,1
2021,Portuguese Grand Prix,RIC,MEDIUM,14.0,1
2021,Portuguese Grand Prix,RUS,MEDIUM,11.0,1
2021,Portuguese Grand Prix,SAI,SOFT,4.0,1
2021,Portuguese Grand Prix,STR,SOFT,17.0,1
2021,Portuguese Grand Prix,TSU,MEDIUM,16.0,1
2021,Portuguese Grand Prix,VER,MEDIUM,3.0,1
2021,Portuguese Grand Prix,VET,SOFT,10.0,1
2021,Qatar Grand Prix,ALO,SOFT,2.0,1
2021,Qatar Grand Prix,BOT,MEDIUM,11.0,1
2021,Qatar Grand Prix,GAS,SOFT,3.0,1
2021,Qatar Grand Prix,GIO,SOFT,14.0,1
2021,Qatar Grand Prix,HAM,MEDIUM,1.0,1
2021,Qatar Grand Prix,LAT,SOFT,19.0,1
2021,Qatar Grand Prix,LEC,MEDIUM,13.0,1
2021,Qatar Grand Prix,MAZ,MEDIUM,20.0,1
2021,Qatar Grand Prix,MSC,SOFT,18.0,1
2021,Qatar Grand Prix,NOR,SOFT,5.0,1
2021,Qatar Grand Prix,OCO,SOFT,6.0,1
2021,Qatar Grand Prix,PER,MEDIUM,9.0,1
2021,Qatar Grand Prix,RAI,SOFT,12.0,1
2021,Qatar Grand Prix,RIC,MEDIUM,16.0,1
2021,Qatar Grand Prix,RUS,SOFT,15.0,1
2021,Qatar Grand Prix,SAI,MEDIUM,7.0,1
2021,Qatar Grand Prix,STR,MEDIUM,10.0,1
2021,Qatar Grand Prix,TSU,SOFT,8.0,1
2021,Qatar Grand Prix,VER,MEDIUM,4.0,1
2021,Qatar Grand Prix,VET,SOFT,17.0,1
2021,Russian Grand Prix,ALO,HARD,6.0,1
2021,Russian Grand Prix,BOT,HARD,15.0,1
2021,Russian Grand Prix,GAS,HARD,14.0,1
2021,Russian Grand Prix,GIO,HARD,19.0,1
2021,Russian Grand Prix,HAM,MEDIUM,7.0,1
2021,Russian Grand Prix,LAT,MEDIUM,16.0,1
2021,Russian Grand Prix,LEC,HARD,12.0,1
2021,Russian Grand Prix,MAZ,MEDIUM,13.0,1
2021,Russian Grand Prix,MSC,MEDIUM,18.0,1
2021,Russian Grand Prix,NOR,MEDIUM,2.0,1
2021,Russian Grand Prix,OCO,MEDIUM,9.0,1
2021,Russian Grand Prix,PER,HARD,8.0,1
2021,Russian Grand Prix,RAI,MEDIUM,10.0,1
2021,Russian Grand Prix,RIC,MEDIUM,5.0,1
2021,Russian Grand Prix,RUS,MEDIUM,3.0,1
2021,Russian Grand Prix,SAI,MEDIUM,1.0,1
2021,Russian Grand Prix,STR,MEDIUM,4.0,1
2021,Russian Grand Prix,TSU,MEDIUM,20.0,1
2021,Russian Grand Prix,VER,HARD,17.0,1
2021,Russian Grand Prix,VET,MEDIUM,11.0,1
2021,Saudi Arabian Grand Prix,ALO,MEDIUM,11.0,1
2021,Saudi Arabian Grand Prix,BOT,MEDIUM,2.0,1
2021,Saudi Arabian Grand Prix,GAS,MEDIUM,8.0,1
2021,Saudi Arabian Grand Prix,GIO,MEDIUM,10.0,1
2021,Saudi Arabian Grand Prix,HAM,MEDIUM,1.0,1
2021,Saudi Arabian Grand Prix,LAT,MEDIUM,19.0,1
2021,Saudi Arabian Grand Prix,LEC,MEDIUM,4.0,1
2021,Saudi Arabian Grand Prix,MAZ,MEDIUM,20.0,1
2021,Saudi Arabian Grand Prix,MSC,MEDIUM,18.0,1
2021,Saudi Arabian Grand Prix,NOR,SOFT,6.0,1
2021,Saudi Arabian Grand Prix,OCO,MEDIUM,7.0,1
2021,Saudi Arabian Grand Prix,PER,MEDIUM,5.0,1
2021,Saudi Arabian Grand Prix,RAI,MEDIUM,14.0,1
2021,Saudi Arabian Grand Prix,RIC,HARD,9.0,1
2021,Saudi Arabian Grand Prix,RUS,MEDIUM,17.0,1
2021,Saudi Arabian Grand Prix,SAI,HARD,13.0,1
2021,Saudi Arabian Grand Prix,STR,MEDIUM,16.0,1
2021,Saudi Arabian Grand Prix,TSU,MEDIUM,12.0,1
2021,Saudi Arabian Grand Prix,VER,MEDIUM,3.0,1
2021,Saudi Arabian Grand Prix,VET,HARD,15.0,1
2021,São Paulo Grand Prix,ALO,MEDIUM,11.0,1
2021,São Paulo Grand Prix,BOT,MEDIUM,3.0,1
2021,São Paulo Grand Prix,GAS,MEDIUM,8.0,1
2021,São Paulo Grand Prix,GIO,MEDIUM,13.0,1
2021,São Paulo Grand Prix,HAM,MEDIUM,6.0,1
2021,São Paulo Grand Prix,LAT,MEDIUM,18.0,1
2021,São Paulo Grand Prix,LEC,MEDIUM,4.0,1
2021,São Paulo Grand Prix,MAZ,MEDIUM,16.0,1
2021,São Paulo Grand Prix,MSC,MEDIUM,15.0,1
2021,São Paulo Grand Prix,NOR,MEDIUM,20.0,1
2021,São Paulo Grand Prix,OCO,MEDIUM,10.0,1
2021,São Paulo Grand Prix,PER,MEDIUM,2.0,1
2021,São Paulo Grand Prix,RAI,MEDIUM,19.0,1
2021,São Paulo Grand Prix,RIC,MEDIUM,9.0,1
2021,São Paulo Grand Prix,RUS,MEDIUM,17.0,1
2021,São Paulo Grand Prix,SAI,MEDIUM,5.0,1
2021,São Paulo Grand Prix,STR,MEDIUM,12.0,1
2021,São Paulo Grand Prix,TSU,SOFT,14.0,1
2021,São Paulo Grand Prix,VER,MEDIUM,1.0,1
2021,São Paulo Grand Prix,VET,MEDIUM,7.0,1
2021,Spanish Grand Prix,ALO,SOFT,10.0,1
2021,Spanish Grand Prix,BOT,SOFT,4.0,1
2021,Spanish Grand Prix,GAS,SOFT,13.0,1
2021,Spanish Grand Prix,GIO,SOFT,15.0,1
2021,Spanish Grand Prix,HAM,SOFT,2.0,1
2021,Spanish Grand Prix,LAT,SOFT,19.0,1
2021,Spanish Grand Prix,LEC,SOFT,3.0,1
2021,Spanish Grand Prix,MAZ,SOFT,20.0,1
2021,Spanish Grand Prix,MSC,SOFT,16.0,1
2021,Spanish Grand Prix,NOR,SOFT,9.0,1
2021,Spanish Grand Prix,OCO,SOFT,7.0,1
2021,Spanish Grand Prix,PER,SOFT,6.0,1
2021,Spanish Grand Prix,RAI,MEDIUM,14.0,1
2021,Spanish Grand Prix,RIC,SOFT,5.0,1
2021,Spanish Grand Prix,RUS,SOFT,17.0,1
2021,Spanish Grand Prix,SAI,SOFT,8.0,1
2021,Spanish Grand Prix,STR,SOFT,11.0,1
2021,Spanish Grand Prix,TSU,SOFT,18.0,1
2021,Spanish Grand Prix,VER,SOFT,1.0,1
2021,Spanish Grand Prix,VET,SOFT,12.0,1
2021,Styrian Grand Prix,ALO,SOFT,7.0,1
2021,Styrian Grand Prix,BOT,MEDIUM,5.0,1
2021,Styrian Grand Prix,GAS,SOFT,20.0,1
2021,Styrian Grand Prix,GIO,MEDIUM,18.0,1
2021,Styrian Grand Prix,HAM,MEDIUM,2.0,1
2021,Styrian Grand Prix,LAT,MEDIUM,19.0,1
2021,Styrian Grand Prix,LEC,SOFT,14.0,1
2021,Styrian Grand Prix,MAZ,MEDIUM,16.0,1
2021,Styrian Grand Prix,MSC,MEDIUM,17.0,1
2021,Styrian Grand Prix,NOR,SOFT,3.0,1
2021,Styrian Grand Prix,OCO,MEDIUM,15.0,1
2021,Styrian Grand Prix,PER,SOFT,4.0,1
2021,Styrian Grand Prix,RAI,HARD,13.0,1
2021,Styrian Grand Prix,RIC,MEDIUM,9.0,1
2021,Styrian Grand Prix,RUS,MEDIUM,8.0,1
2021,Styrian Grand Prix,SAI,MEDIUM,11.0,1
2021,Styrian Grand Prix,STR,SOFT,6.0,1
2021,Styrian Grand Prix,TSU,SOFT,10.0,1
2021,Styrian Grand Prix,VER,MEDIUM,1.0,1
2021,Styrian Grand Prix,VET,MEDIUM,12.0,1
2021,Turkish Grand Prix,ALO,INTERMEDIATE,16.0,1
2021,Turkish Grand Prix,BOT,INTERMEDIATE,1.0,1
2021,Turkish Grand Prix,GAS,INTERMEDIATE,5.0,1
2021,Turkish Grand Prix,GIO,INTERMEDIATE,12.0,1
2021,Turkish Grand Prix,HAM,INTERMEDIATE,9.0,1
2021,Turkish Grand Prix,LAT,INTERMEDIATE,20.0,1
2021,Turkish Grand Prix,LEC,INTERMEDIATE,3.0,1
2021,Turkish Grand Prix,MAZ,INTERMEDIATE,19.0,1
2021,Turkish Grand Prix,MSC,INTERMEDIATE,15.0,1
2021,Turkish Grand Prix,NOR,INTERMEDIATE,6.0,1
2021,Turkish Grand Prix,OCO,INTERMEDIATE,11.0,1
2021,Turkish Grand Prix,PER,INTERMEDIATE,4.0,1
2021,Turkish Grand Prix,RAI,INTERMEDIATE,13.0,1
2021,Turkish Grand Prix,RIC,INTERMEDIATE,18.0,1
2021,Turkish Grand Prix,RUS,INTERMEDIATE,14.0,1
2021,Turkish Grand Prix,SAI,INTERMEDIATE,17.0,1
2021,Turkish Grand Prix,STR,INTERMEDIATE,7.0,1
2021,Turkish Grand Prix,TSU,INTERMEDIATE,8.0,1
2021,Turkish Grand Prix,VER,INTERMEDIATE,2.0,1
2021,Turkish Grand Prix,VET,INTERMEDIATE,10.0,1
2021,United States Grand Prix,ALO,MEDIUM,16.0,1
2021,United States Grand Prix,BOT,MEDIUM,9.0,1
2021,United States Grand Prix,GAS,MEDIUM,10.0,1
2021,United States Grand Prix,GIO,MEDIUM,11.0,1
2021,United States Grand Prix,HAM,MEDIUM,1.0,1
2021,United States Grand Prix,LAT,MEDIUM,19.0,1
2021,United States Grand Prix,LEC,MEDIUM,4.0,1
2021,United States Grand Prix,MAZ,MEDIUM,20.0,1
2021,United States Grand Prix,MSC,MEDIUM,17.0,1
