RaceYear,RaceName,Driver,strategy_sequence,n_stints,starting_compound,final_compound,first_stint_laps,total_laps_in_stints
2022,Australian Grand Prix,ALO,HARD -> MEDIUM -> MEDIUM,3,HARD,MEDIUM,39,57
2022,Australian Grand Prix,BOT,MEDIUM -> HARD,2,MEDIUM,HARD,22,58
2022,Australian Grand Prix,GAS,MEDIUM -> HARD,2,MEDIUM,HARD,21,58
2022,Australian Grand Prix,HAM,MEDIUM -> HARD,2,MEDIUM,HARD,22,58
2022,Australian Grand Prix,LAT,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,13,57
2022,Australian Grand Prix,LEC,MEDIUM -> HARD,2,MEDIUM,HARD,22,58
2022,Australian Grand Prix,MAG,HARD -> MEDIUM,2,HARD,MEDIUM,39,57
2022,Australian Grand Prix,MSC,MEDIUM -> HARD,2,MEDIUM,HARD,14,57
2022,Australian Grand Prix,NOR,MEDIUM -> HARD,2,MEDIUM,HARD,20,58
2022,Australian Grand Prix,OCO,MEDIUM -> HARD,2,MEDIUM,HARD,17,58
2022,Australian Grand Prix,PER,MEDIUM -> HARD,2,MEDIUM,HARD,20,58
2022,Australian Grand Prix,RIC,MEDIUM -> HARD,2,MEDIUM,HARD,21,58
2022,Australian Grand Prix,RUS,MEDIUM -> HARD,2,MEDIUM,HARD,23,58
2022,Australian Grand Prix,SAI,HARD,1,HARD,HARD,2,2
2022,Australian Grand Prix,STR,HARD -> MEDIUM -> HARD -> HARD,4,HARD,HARD,3,58
2022,Australian Grand Prix,TSU,MEDIUM -> HARD,2,MEDIUM,HARD,18,57
2022,Australian Grand Prix,VER,MEDIUM -> HARD,2,MEDIUM,HARD,18,39
2022,Australian Grand Prix,VET,HARD,1,HARD,HARD,23,23
2022,Australian Grand Prix,ZHO,MEDIUM -> HARD,2,MEDIUM,HARD,21,58
2022,Austrian Grand Prix,ALB,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,11,70
2022,Austrian Grand Prix,ALO,HARD -> HARD -> MEDIUM -> MEDIUM,4,HARD,MEDIUM,27,70
2022,Austrian Grand Prix,BOT,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,6,70
2022,Austrian Grand Prix,GAS,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,12,70
2022,Austrian Grand Prix,HAM,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,28,71
2022,Austrian Grand Prix,LAT,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,12,48
2022,Austrian Grand Prix,LEC,MEDIUM -> HARD -> HARD -> MEDIUM,4,MEDIUM,MEDIUM,26,71
2022,Austrian Grand Prix,MAG,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,15,70
2022,Austrian Grand Prix,MSC,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,16,70
2022,Austrian Grand Prix,NOR,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,14,70
2022,Austrian Grand Prix,OCO,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,16,71
2022,Austrian Grand Prix,PER,MEDIUM -> HARD,2,MEDIUM,HARD,1,24
2022,Austrian Grand Prix,RIC,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,12,70
2022,Austrian Grand Prix,RUS,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,11,71
2022,Austrian Grand Prix,SAI,MEDIUM -> HARD -> UNKNOWN,3,MEDIUM,UNKNOWN,27,57
2022,Austrian Grand Prix,STR,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,29,70
2022,Austrian Grand Prix,TSU,HARD -> MEDIUM -> HARD,3,HARD,HARD,26,70
2022,Austrian Grand Prix,VER,MEDIUM -> HARD -> HARD -> MEDIUM,4,MEDIUM,MEDIUM,13,71
2022,Austrian Grand Prix,VET,HARD -> MEDIUM -> UNKNOWN,3,HARD,UNKNOWN,20,70
2022,Austrian Grand Prix,ZHO,HARD -> HARD -> MEDIUM,3,HARD,MEDIUM,24,70
2022,Azerbaijan Grand Prix,ALB,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,50
2022,Azerbaijan Grand Prix,ALO,MEDIUM -> HARD,2,MEDIUM,HARD,18,51
2022,Azerbaijan Grand Prix,BOT,HARD -> MEDIUM,2,HARD,MEDIUM,33,50
2022,Azerbaijan Grand Prix,GAS,MEDIUM -> HARD,2,MEDIUM,HARD,9,51
2022,Azerbaijan Grand Prix,HAM,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,51
2022,Azerbaijan Grand Prix,LAT,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,3,50
2022,Azerbaijan Grand Prix,LEC,MEDIUM -> HARD,2,MEDIUM,HARD,9,21
2022,Azerbaijan Grand Prix,MAG,MEDIUM -> HARD,2,MEDIUM,HARD,9,32
2022,Azerbaijan Grand Prix,MSC,HARD -> MEDIUM -> HARD,3,HARD,HARD,9,50
2022,Azerbaijan Grand Prix,NOR,MEDIUM -> HARD,2,MEDIUM,HARD,20,51
2022,Azerbaijan Grand Prix,OCO,HARD -> MEDIUM,2,HARD,MEDIUM,33,51
2022,Azerbaijan Grand Prix,PER,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,16,51
2022,Azerbaijan Grand Prix,RIC,HARD -> MEDIUM,2,HARD,MEDIUM,33,51
2022,Azerbaijan Grand Prix,RUS,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,51
2022,Azerbaijan Grand Prix,SAI,MEDIUM,1,MEDIUM,MEDIUM,9,9
2022,Azerbaijan Grand Prix,STR,HARD -> MEDIUM,2,HARD,MEDIUM,30,46
2022,Azerbaijan Grand Prix,TSU,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,9,50
2022,Azerbaijan Grand Prix,VER,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,18,51
2022,Azerbaijan Grand Prix,VET,MEDIUM -> HARD,2,MEDIUM,HARD,9,51
2022,Azerbaijan Grand Prix,ZHO,MEDIUM -> HARD,2,MEDIUM,HARD,9,23
2022,Bahrain Grand Prix,ALB,SOFT -> MEDIUM -> MEDIUM -> SOFT,4,SOFT,SOFT,13,57
2022,Bahrain Grand Prix,ALO,SOFT -> MEDIUM -> HARD -> SOFT,4,SOFT,SOFT,11,57
2022,Bahrain Grand Prix,BOT,SOFT -> MEDIUM -> MEDIUM -> SOFT,4,SOFT,SOFT,14,57
2022,Bahrain Grand Prix,GAS,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,14,45
2022,Bahrain Grand Prix,HAM,SOFT -> HARD -> MEDIUM -> SOFT,4,SOFT,SOFT,11,57
2022,Bahrain Grand Prix,HUL,SOFT -> SOFT -> MEDIUM -> SOFT,4,SOFT,SOFT,19,57
2022,Bahrain Grand Prix,LAT,SOFT -> SOFT -> MEDIUM -> SOFT,4,SOFT,SOFT,14,57
2022,Bahrain Grand Prix,LEC,SOFT -> SOFT -> MEDIUM -> SOFT,4,SOFT,SOFT,15,57
2022,Bahrain Grand Prix,MAG,SOFT -> SOFT -> MEDIUM -> SOFT,4,SOFT,SOFT,14,57
2022,Bahrain Grand Prix,MSC,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,12,57
2022,Bahrain Grand Prix,NOR,MEDIUM -> HARD -> SOFT -> SOFT,4,MEDIUM,SOFT,24,57
2022,Bahrain Grand Prix,OCO,SOFT -> MEDIUM -> HARD -> SOFT,4,SOFT,SOFT,14,57
2022,Bahrain Grand Prix,PER,SOFT -> MEDIUM -> SOFT -> SOFT,4,SOFT,SOFT,15,57
2022,Bahrain Grand Prix,RIC,MEDIUM -> SOFT -> HARD -> SOFT,4,MEDIUM,SOFT,17,57
2022,Bahrain Grand Prix,RUS,SOFT -> HARD -> MEDIUM -> SOFT,4,SOFT,SOFT,15,57
2022,Bahrain Grand Prix,SAI,SOFT -> SOFT -> MEDIUM -> SOFT,4,SOFT,SOFT,14,57
2022,Bahrain Grand Prix,STR,SOFT -> SOFT -> MEDIUM -> SOFT,4,SOFT,SOFT,18,57
2022,Bahrain Grand Prix,TSU,SOFT -> MEDIUM -> SOFT -> SOFT,4,SOFT,SOFT,15,57
2022,Bahrain Grand Prix,VER,SOFT -> SOFT -> MEDIUM -> SOFT,4,SOFT,SOFT,14,54
2022,Bahrain Grand Prix,ZHO,SOFT -> MEDIUM -> MEDIUM -> SOFT,4,SOFT,SOFT,15,57
2022,Belgian Grand Prix,ALB,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,10,44
2022,Belgian Grand Prix,ALO,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,11,44
2022,Belgian Grand Prix,BOT,SOFT,1,SOFT,SOFT,2,2
2022,Belgian Grand Prix,GAS,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,10,44
2022,Belgian Grand Prix,HAM,MEDIUM,1,MEDIUM,MEDIUM,1,1
2022,Belgian Grand Prix,LAT,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,3,43
2022,Belgian Grand Prix,LEC,SOFT -> MEDIUM -> MEDIUM -> SOFT,4,SOFT,SOFT,3,44
2022,Belgian Grand Prix,MAG,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,11,43
2022,Belgian Grand Prix,MSC,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,14,43
2022,Belgian Grand Prix,NOR,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,13,44
2022,Belgian Grand Prix,OCO,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,12,44
2022,Belgian Grand Prix,PER,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,14,44
2022,Belgian Grand Prix,RIC,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,12,44
2022,Belgian Grand Prix,RUS,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,13,44
2022,Belgian Grand Prix,SAI,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,11,44
2022,Belgian Grand Prix,STR,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,15,44
2022,Belgian Grand Prix,TSU,HARD -> MEDIUM -> SOFT,3,HARD,SOFT,18,44
2022,Belgian Grand Prix,VER,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,15,44
2022,Belgian Grand Prix,VET,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,14,44
2022,Belgian Grand Prix,ZHO,MEDIUM -> MEDIUM -> SOFT,3,MEDIUM,SOFT,14,44
2022,British Grand Prix,ALB,SOFT,1,SOFT,SOFT,1,1
2022,British Grand Prix,ALO,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,1,52
2022,British Grand Prix,BOT,MEDIUM -> MEDIUM,2,MEDIUM,MEDIUM,1,20
2022,British Grand Prix,GAS,MEDIUM -> SOFT -> HARD,3,MEDIUM,HARD,1,26
2022,British Grand Prix,HAM,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,1,52
2022,British Grand Prix,LAT,SOFT -> SOFT -> MEDIUM -> SOFT,4,SOFT,SOFT,1,52
2022,British Grand Prix,LEC,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,1,52
2022,British Grand Prix,MAG,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,1,52
2022,British Grand Prix,MSC,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,1,52
2022,British Grand Prix,NOR,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,1,52
2022,British Grand Prix,OCO,MEDIUM -> SOFT -> HARD,3,MEDIUM,HARD,1,38
2022,British Grand Prix,PER,MEDIUM -> MEDIUM -> MEDIUM -> SOFT,4,MEDIUM,SOFT,1,52
2022,British Grand Prix,RIC,MEDIUM -> MEDIUM -> HARD -> SOFT -> SOFT,5,MEDIUM,SOFT,1,52
2022,British Grand Prix,RUS,HARD,1,HARD,HARD,1,1
2022,British Grand Prix,SAI,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,1,52
2022,British Grand Prix,STR,MEDIUM -> MEDIUM -> HARD -> MEDIUM,4,MEDIUM,MEDIUM,1,52
2022,British Grand Prix,TSU,MEDIUM -> SOFT -> HARD -> SOFT,4,MEDIUM,SOFT,1,52
2022,British Grand Prix,VER,SOFT -> MEDIUM -> MEDIUM -> HARD -> SOFT,5,SOFT,SOFT,1,52
2022,British Grand Prix,VET,SOFT -> SOFT -> MEDIUM -> MEDIUM,4,SOFT,MEDIUM,1,52
2022,British Grand Prix,ZHO,MEDIUM,1,MEDIUM,MEDIUM,1,1
2022,Canadian Grand Prix,ALB,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,18,70
2022,Canadian Grand Prix,ALO,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,28,70
2022,Canadian Grand Prix,BOT,HARD -> MEDIUM,2,HARD,MEDIUM,49,70
2022,Canadian Grand Prix,GAS,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,5,70
2022,Canadian Grand Prix,HAM,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,70
2022,Canadian Grand Prix,LAT,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,70
2022,Canadian Grand Prix,LEC,HARD -> MEDIUM,2,HARD,MEDIUM,41,70
2022,Canadian Grand Prix,MAG,MEDIUM -> HARD,2,MEDIUM,HARD,7,70
2022,Canadian Grand Prix,MSC,MEDIUM,1,MEDIUM,MEDIUM,19,19
2022,Canadian Grand Prix,NOR,HARD -> HARD -> MEDIUM,3,HARD,MEDIUM,19,70
2022,Canadian Grand Prix,OCO,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,19,70
2022,Canadian Grand Prix,PER,HARD,1,HARD,HARD,8,8
2022,Canadian Grand Prix,RIC,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,19,70
2022,Canadian Grand Prix,RUS,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,19,70
2022,Canadian Grand Prix,SAI,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,20,70
2022,Canadian Grand Prix,STR,HARD -> MEDIUM,2,HARD,MEDIUM,47,70
2022,Canadian Grand Prix,TSU,MEDIUM -> HARD,2,MEDIUM,HARD,9,47
2022,Canadian Grand Prix,VER,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,70
2022,Canadian Grand Prix,VET,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,5,70
2022,Canadian Grand Prix,ZHO,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,19,70
2022,Dutch Grand Prix,ALB,MEDIUM -> MEDIUM -> HARD -> SOFT -> SOFT,5,MEDIUM,SOFT,21,72
2022,Dutch Grand Prix,ALO,SOFT -> HARD -> SOFT -> SOFT,4,SOFT,SOFT,12,72
2022,Dutch Grand Prix,BOT,SOFT -> SOFT -> MEDIUM,3,SOFT,MEDIUM,16,54
2022,Dutch Grand Prix,GAS,SOFT -> MEDIUM -> HARD -> SOFT -> SOFT,5,SOFT,SOFT,11,72
2022,Dutch Grand Prix,HAM,MEDIUM -> HARD -> MEDIUM -> MEDIUM,4,MEDIUM,MEDIUM,29,72
2022,Dutch Grand Prix,LAT,SOFT -> MEDIUM -> HARD -> SOFT -> SOFT,5,SOFT,SOFT,13,71
2022,Dutch Grand Prix,LEC,SOFT -> MEDIUM -> HARD -> SOFT -> SOFT,5,SOFT,SOFT,17,72
2022,Dutch Grand Prix,MAG,MEDIUM -> MEDIUM -> HARD -> SOFT -> SOFT,5,MEDIUM,SOFT,14,72
2022,Dutch Grand Prix,MSC,MEDIUM -> MEDIUM -> HARD -> SOFT -> SOFT,5,MEDIUM,SOFT,13,72
2022,Dutch Grand Prix,NOR,MEDIUM -> HARD -> SOFT -> SOFT,4,MEDIUM,SOFT,17,72
2022,Dutch Grand Prix,OCO,SOFT -> HARD -> SOFT -> SOFT,4,SOFT,SOFT,18,72
2022,Dutch Grand Prix,PER,SOFT -> MEDIUM -> HARD -> MEDIUM -> MEDIUM,5,SOFT,MEDIUM,14,72
2022,Dutch Grand Prix,RIC,SOFT -> MEDIUM -> HARD -> SOFT -> SOFT -> SOFT,6,SOFT,SOFT,11,72
2022,Dutch Grand Prix,RUS,MEDIUM -> HARD -> MEDIUM -> SOFT,4,MEDIUM,SOFT,31,72
2022,Dutch Grand Prix,SAI,SOFT -> MEDIUM -> HARD -> SOFT,4,SOFT,SOFT,14,72
2022,Dutch Grand Prix,STR,SOFT -> MEDIUM -> HARD -> SOFT -> SOFT,5,SOFT,SOFT,16,72
2022,Dutch Grand Prix,TSU,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,13,43
2022,Dutch Grand Prix,VER,SOFT -> MEDIUM -> HARD -> SOFT -> SOFT,5,SOFT,SOFT,18,72
2022,Dutch Grand Prix,VET,SOFT -> MEDIUM -> HARD -> SOFT -> SOFT,5,SOFT,SOFT,9,72
2022,Dutch Grand Prix,ZHO,SOFT -> SOFT -> MEDIUM -> SOFT -> SOFT,5,SOFT,SOFT,12,72
2022,Emilia Romagna Grand Prix,ALB,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,17,62
2022,Emilia Romagna Grand Prix,ALO,INTERMEDIATE,1,INTERMEDIATE,INTERMEDIATE,6,6
2022,Emilia Romagna Grand Prix,BOT,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,63
2022,Emilia Romagna Grand Prix,GAS,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,17,62
2022,Emilia Romagna Grand Prix,HAM,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,62
2022,Emilia Romagna Grand Prix,LAT,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,62
2022,Emilia Romagna Grand Prix,LEC,INTERMEDIATE -> MEDIUM -> SOFT -> SOFT,4,INTERMEDIATE,SOFT,19,63
2022,Emilia Romagna Grand Prix,MAG,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,63
2022,Emilia Romagna Grand Prix,MSC,INTERMEDIATE -> MEDIUM -> SOFT,3,INTERMEDIATE,SOFT,18,62
2022,Emilia Romagna Grand Prix,NOR,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,19,63
2022,Emilia Romagna Grand Prix,OCO,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,62
2022,Emilia Romagna Grand Prix,PER,INTERMEDIATE -> MEDIUM -> SOFT,3,INTERMEDIATE,SOFT,18,63
2022,Emilia Romagna Grand Prix,RIC,INTERMEDIATE -> INTERMEDIATE -> MEDIUM -> HARD,4,INTERMEDIATE,HARD,2,62
2022,Emilia Romagna Grand Prix,RUS,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,63
2022,Emilia Romagna Grand Prix,SAI,INTERMEDIATE,1,INTERMEDIATE,INTERMEDIATE,1,1
2022,Emilia Romagna Grand Prix,STR,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,62
2022,Emilia Romagna Grand Prix,TSU,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,63
2022,Emilia Romagna Grand Prix,VER,INTERMEDIATE -> MEDIUM -> SOFT,3,INTERMEDIATE,SOFT,19,63
2022,Emilia Romagna Grand Prix,VET,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,17,63
2022,Emilia Romagna Grand Prix,ZHO,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,18,62
2022,French Grand Prix,ALB,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,ALO,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,BOT,HARD -> HARD -> MEDIUM,3,HARD,MEDIUM,18,53
2022,French Grand Prix,GAS,HARD -> MEDIUM,2,HARD,MEDIUM,18,53
2022,French Grand Prix,HAM,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,LAT,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,19,41
2022,French Grand Prix,LEC,MEDIUM,1,MEDIUM,MEDIUM,18,18
2022,French Grand Prix,MAG,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,8,38
2022,French Grand Prix,MSC,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,53
2022,French Grand Prix,NOR,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,OCO,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,PER,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,RIC,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,RUS,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,SAI,HARD -> MEDIUM -> MEDIUM,3,HARD,MEDIUM,18,53
2022,French Grand Prix,STR,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,French Grand Prix,TSU,MEDIUM -> HARD,2,MEDIUM,HARD,11,18
2022,French Grand Prix,VER,MEDIUM -> HARD,2,MEDIUM,HARD,16,53
2022,French Grand Prix,VET,MEDIUM -> HARD,2,MEDIUM,HARD,19,53
2022,French Grand Prix,ZHO,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,48
2022,Hungarian Grand Prix,ALB,SOFT -> MEDIUM -> MEDIUM -> SOFT,4,SOFT,SOFT,2,69
2022,Hungarian Grand Prix,ALO,MEDIUM -> HARD,2,MEDIUM,HARD,21,69
2022,Hungarian Grand Prix,BOT,MEDIUM -> HARD,2,MEDIUM,HARD,26,66
2022,Hungarian Grand Prix,GAS,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,16,69
2022,Hungarian Grand Prix,HAM,MEDIUM -> MEDIUM -> SOFT,3,MEDIUM,SOFT,19,70
2022,Hungarian Grand Prix,LAT,MEDIUM -> MEDIUM -> SOFT -> SOFT,4,MEDIUM,SOFT,18,69
2022,Hungarian Grand Prix,LEC,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,21,70
2022,Hungarian Grand Prix,MAG,MEDIUM -> HARD -> MEDIUM -> SOFT,4,MEDIUM,SOFT,6,69
2022,Hungarian Grand Prix,MSC,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,21,69
2022,Hungarian Grand Prix,NOR,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,14,70
2022,Hungarian Grand Prix,OCO,MEDIUM -> HARD,2,MEDIUM,HARD,23,69
2022,Hungarian Grand Prix,PER,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,18,70
2022,Hungarian Grand Prix,RIC,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,15,69
2022,Hungarian Grand Prix,RUS,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,16,70
2022,Hungarian Grand Prix,SAI,MEDIUM -> MEDIUM -> SOFT,3,MEDIUM,SOFT,17,70
2022,Hungarian Grand Prix,STR,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,14,69
2022,Hungarian Grand Prix,TSU,SOFT -> MEDIUM -> SOFT -> SOFT,4,SOFT,SOFT,13,68
2022,Hungarian Grand Prix,VER,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,16,70
2022,Hungarian Grand Prix,VET,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,15,69
2022,Hungarian Grand Prix,ZHO,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,27,69
2022,Italian Grand Prix,ALO,MEDIUM,1,MEDIUM,MEDIUM,31,31
2022,Italian Grand Prix,BOT,MEDIUM -> SOFT,2,MEDIUM,SOFT,35,52
2022,Italian Grand Prix,DEV,SOFT -> MEDIUM,2,SOFT,MEDIUM,19,53
2022,Italian Grand Prix,GAS,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,Italian Grand Prix,HAM,MEDIUM -> SOFT,2,MEDIUM,SOFT,33,53
2022,Italian Grand Prix,LAT,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,15,52
2022,Italian Grand Prix,LEC,SOFT -> MEDIUM -> SOFT -> SOFT,4,SOFT,SOFT,12,53
2022,Italian Grand Prix,MAG,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,24,52
2022,Italian Grand Prix,MSC,MEDIUM -> SOFT,2,MEDIUM,SOFT,33,53
2022,Italian Grand Prix,NOR,MEDIUM -> SOFT -> SOFT,3,MEDIUM,SOFT,35,53
2022,Italian Grand Prix,OCO,SOFT -> HARD,2,SOFT,HARD,19,53
2022,Italian Grand Prix,PER,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,7,53
2022,Italian Grand Prix,RIC,MEDIUM -> HARD,2,MEDIUM,HARD,19,46
2022,Italian Grand Prix,RUS,SOFT -> HARD -> SOFT,3,SOFT,SOFT,23,53
2022,Italian Grand Prix,SAI,MEDIUM -> SOFT -> SOFT,3,MEDIUM,SOFT,30,53
2022,Italian Grand Prix,STR,MEDIUM -> HARD,2,MEDIUM,HARD,18,39
2022,Italian Grand Prix,TSU,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,19,52
2022,Italian Grand Prix,VER,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,25,53
2022,Italian Grand Prix,VET,MEDIUM,1,MEDIUM,MEDIUM,11,11
2022,Italian Grand Prix,ZHO,MEDIUM -> HARD,2,MEDIUM,HARD,18,53
2022,Japanese Grand Prix,ALB,INTERMEDIATE,1,INTERMEDIATE,INTERMEDIATE,1,1
2022,Japanese Grand Prix,ALO,INTERMEDIATE -> WET -> INTERMEDIATE -> INTERMEDIATE,4,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,BOT,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,GAS,INTERMEDIATE -> WET -> WET -> INTERMEDIATE -> INTERMEDIATE,5,INTERMEDIATE,INTERMEDIATE,1,28
2022,Japanese Grand Prix,HAM,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,LAT,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,LEC,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,MAG,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,MSC,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,NOR,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,OCO,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,PER,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
2022,Japanese Grand Prix,RIC,INTERMEDIATE -> WET -> INTERMEDIATE,3,INTERMEDIATE,INTERMEDIATE,2,28
