RaceYear,RaceName,Driver,Stint,Compound,stint_laps,first_lap,last_lap
2020,Eifel Grand Prix,VET,2,HARD,30,12,41
2020,Eifel Grand Prix,VET,3,SOFT,19,42,60
2020,Emilia Romagna Grand Prix,ALB,1,SOFT,14,1,14
2020,Emilia Romagna Grand Prix,ALB,2,HARD,45,15,59
2020,Emilia Romagna Grand Prix,ALB,3,SOFT,4,60,63
2020,Emilia Romagna Grand Prix,BOT,1,MEDIUM,19,1,19
2020,Emilia Romagna Grand Prix,BOT,2,HARD,32,20,51
2020,Emilia Romagna Grand Prix,BOT,3,SOFT,12,52,63
2020,Emilia Romagna Grand Prix,GAS,1,SOFT,8,1,8
2020,Emilia Romagna Grand Prix,GIO,1,SOFT,10,1,10
2020,Emilia Romagna Grand Prix,GIO,2,MEDIUM,53,11,63
2020,Emilia Romagna Grand Prix,GRO,1,MEDIUM,9,1,9
2020,Emilia Romagna Grand Prix,GRO,2,HARD,41,10,50
2020,Emilia Romagna Grand Prix,GRO,3,SOFT,13,51,63
2020,Emilia Romagna Grand Prix,HAM,1,MEDIUM,30,1,30
2020,Emilia Romagna Grand Prix,HAM,2,HARD,22,31,52
2020,Emilia Romagna Grand Prix,HAM,3,SOFT,11,53,63
2020,Emilia Romagna Grand Prix,KVY,1,SOFT,14,1,14
2020,Emilia Romagna Grand Prix,KVY,2,HARD,37,15,51
2020,Emilia Romagna Grand Prix,KVY,3,SOFT,12,52,63
2020,Emilia Romagna Grand Prix,LAT,1,MEDIUM,34,1,34
2020,Emilia Romagna Grand Prix,LAT,2,HARD,29,35,63
2020,Emilia Romagna Grand Prix,LEC,1,SOFT,13,1,13
2020,Emilia Romagna Grand Prix,LEC,2,HARD,50,14,63
2020,Emilia Romagna Grand Prix,MAG,1,MEDIUM,27,1,27
2020,Emilia Romagna Grand Prix,MAG,2,HARD,20,28,47
2020,Emilia Romagna Grand Prix,NOR,1,SOFT,13,1,13
2020,Emilia Romagna Grand Prix,NOR,2,MEDIUM,40,14,53
2020,Emilia Romagna Grand Prix,NOR,3,SOFT,10,54,63
2020,Emilia Romagna Grand Prix,OCO,1,MEDIUM,13,1,13
2020,Emilia Romagna Grand Prix,OCO,2,HARD,15,14,28
2020,Emilia Romagna Grand Prix,PER,1,MEDIUM,27,1,27
2020,Emilia Romagna Grand Prix,PER,2,HARD,24,28,51
2020,Emilia Romagna Grand Prix,PER,3,SOFT,12,52,63
2020,Emilia Romagna Grand Prix,RAI,1,MEDIUM,48,1,48
2020,Emilia Romagna Grand Prix,RAI,2,SOFT,15,49,63
2020,Emilia Romagna Grand Prix,RIC,1,SOFT,14,1,14
2020,Emilia Romagna Grand Prix,RIC,2,HARD,49,15,63
2020,Emilia Romagna Grand Prix,RUS,1,MEDIUM,11,1,11
2020,Emilia Romagna Grand Prix,RUS,2,HARD,41,12,52
2020,Emilia Romagna Grand Prix,SAI,1,SOFT,17,1,17
2020,Emilia Romagna Grand Prix,SAI,2,MEDIUM,34,18,51
2020,Emilia Romagna Grand Prix,SAI,3,SOFT,12,52,63
2020,Emilia Romagna Grand Prix,STR,1,MEDIUM,1,1,1
2020,Emilia Romagna Grand Prix,STR,2,HARD,28,2,29
2020,Emilia Romagna Grand Prix,STR,3,MEDIUM,23,30,52
2020,Emilia Romagna Grand Prix,STR,4,SOFT,11,53,63
2020,Emilia Romagna Grand Prix,VER,1,MEDIUM,18,1,18
2020,Emilia Romagna Grand Prix,VER,2,HARD,33,19,51
2020,Emilia Romagna Grand Prix,VET,1,MEDIUM,39,1,39
2020,Emilia Romagna Grand Prix,VET,2,HARD,12,40,51
2020,Emilia Romagna Grand Prix,VET,3,SOFT,12,52,63
2020,Hungarian Grand Prix,ALB,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,ALB,2,MEDIUM,31,4,34
2020,Hungarian Grand Prix,ALB,3,HARD,36,35,70
2020,Hungarian Grand Prix,BOT,1,INTERMEDIATE,2,1,2
2020,Hungarian Grand Prix,BOT,2,MEDIUM,31,3,33
2020,Hungarian Grand Prix,BOT,3,MEDIUM,16,34,49
2020,Hungarian Grand Prix,BOT,4,HARD,21,50,70
2020,Hungarian Grand Prix,GAS,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,GAS,2,SOFT,12,4,15
2020,Hungarian Grand Prix,GIO,1,INTERMEDIATE,4,1,4
2020,Hungarian Grand Prix,GIO,2,SOFT,16,5,20
2020,Hungarian Grand Prix,GIO,3,MEDIUM,20,21,40
2020,Hungarian Grand Prix,GIO,4,HARD,29,41,69
2020,Hungarian Grand Prix,GRO,1,MEDIUM,34,1,34
2020,Hungarian Grand Prix,GRO,2,HARD,35,35,69
2020,Hungarian Grand Prix,HAM,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,HAM,2,MEDIUM,34,4,37
2020,Hungarian Grand Prix,HAM,3,MEDIUM,29,38,66
2020,Hungarian Grand Prix,HAM,4,SOFT,4,67,70
2020,Hungarian Grand Prix,KVY,1,INTERMEDIATE,1,1,1
2020,Hungarian Grand Prix,KVY,2,SOFT,17,2,18
2020,Hungarian Grand Prix,KVY,3,HARD,51,19,69
2020,Hungarian Grand Prix,LAT,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,LAT,2,SOFT,1,4,4
2020,Hungarian Grand Prix,LAT,3,MEDIUM,27,5,31
2020,Hungarian Grand Prix,LAT,4,MEDIUM,8,32,39
2020,Hungarian Grand Prix,LAT,5,SOFT,13,40,52
2020,Hungarian Grand Prix,LAT,6,HARD,13,53,65
2020,Hungarian Grand Prix,LEC,1,INTERMEDIATE,2,1,2
2020,Hungarian Grand Prix,LEC,2,SOFT,18,3,20
2020,Hungarian Grand Prix,LEC,3,HARD,49,21,69
2020,Hungarian Grand Prix,MAG,1,MEDIUM,35,1,35
2020,Hungarian Grand Prix,MAG,2,HARD,34,36,69
2020,Hungarian Grand Prix,NOR,1,INTERMEDIATE,4,1,4
2020,Hungarian Grand Prix,NOR,2,MEDIUM,31,5,35
2020,Hungarian Grand Prix,NOR,3,HARD,34,36,69
2020,Hungarian Grand Prix,OCO,1,INTERMEDIATE,4,1,4
2020,Hungarian Grand Prix,OCO,2,MEDIUM,27,5,31
2020,Hungarian Grand Prix,OCO,3,HARD,38,32,69
2020,Hungarian Grand Prix,PER,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,PER,2,MEDIUM,32,4,35
2020,Hungarian Grand Prix,PER,3,HARD,34,36,69
2020,Hungarian Grand Prix,RAI,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,RAI,2,MEDIUM,30,4,33
2020,Hungarian Grand Prix,RAI,3,HARD,36,34,69
2020,Hungarian Grand Prix,RIC,1,INTERMEDIATE,4,1,4
2020,Hungarian Grand Prix,RIC,2,MEDIUM,39,5,43
2020,Hungarian Grand Prix,RIC,3,MEDIUM,26,44,69
2020,Hungarian Grand Prix,RUS,1,INTERMEDIATE,4,1,4
2020,Hungarian Grand Prix,RUS,2,SOFT,15,5,19
2020,Hungarian Grand Prix,RUS,3,MEDIUM,31,20,50
2020,Hungarian Grand Prix,RUS,4,MEDIUM,19,51,69
2020,Hungarian Grand Prix,SAI,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,SAI,2,MEDIUM,37,4,40
2020,Hungarian Grand Prix,SAI,3,HARD,29,41,69
2020,Hungarian Grand Prix,STR,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,STR,2,MEDIUM,32,4,35
2020,Hungarian Grand Prix,STR,3,MEDIUM,17,36,52
2020,Hungarian Grand Prix,STR,4,HARD,18,53,70
2020,Hungarian Grand Prix,VER,1,INTERMEDIATE,4,1,4
2020,Hungarian Grand Prix,VER,2,MEDIUM,32,5,36
2020,Hungarian Grand Prix,VER,3,HARD,34,37,70
2020,Hungarian Grand Prix,VET,1,INTERMEDIATE,3,1,3
2020,Hungarian Grand Prix,VET,2,MEDIUM,26,4,29
2020,Hungarian Grand Prix,VET,3,HARD,40,30,69
2020,Italian Grand Prix,ALB,1,SOFT,22,1,22
2020,Italian Grand Prix,ALB,2,MEDIUM,4,23,26
2020,Italian Grand Prix,ALB,3,HARD,27,27,53
2020,Italian Grand Prix,BOT,1,SOFT,22,1,22
2020,Italian Grand Prix,BOT,2,MEDIUM,4,23,26
2020,Italian Grand Prix,BOT,3,MEDIUM,27,27,53
2020,Italian Grand Prix,GAS,1,SOFT,19,1,19
2020,Italian Grand Prix,GAS,2,HARD,7,20,26
2020,Italian Grand Prix,GAS,3,MEDIUM,27,27,53
2020,Italian Grand Prix,GIO,1,MEDIUM,20,1,20
2020,Italian Grand Prix,GIO,2,HARD,6,21,26
2020,Italian Grand Prix,GIO,3,SOFT,4,27,30
2020,Italian Grand Prix,GIO,4,SOFT,23,31,53
2020,Italian Grand Prix,GRO,1,MEDIUM,22,1,22
2020,Italian Grand Prix,GRO,2,HARD,4,23,26
2020,Italian Grand Prix,GRO,3,HARD,27,27,53
2020,Italian Grand Prix,HAM,1,SOFT,20,1,20
2020,Italian Grand Prix,HAM,2,MEDIUM,6,21,26
2020,Italian Grand Prix,HAM,3,HARD,2,27,28
2020,Italian Grand Prix,HAM,4,HARD,25,29,53
2020,Italian Grand Prix,KVY,1,HARD,22,1,22
2020,Italian Grand Prix,KVY,2,MEDIUM,4,23,26
2020,Italian Grand Prix,KVY,3,MEDIUM,27,27,53
2020,Italian Grand Prix,LAT,1,MEDIUM,16,1,16
2020,Italian Grand Prix,LAT,2,HARD,10,17,26
2020,Italian Grand Prix,LAT,3,MEDIUM,27,27,53
2020,Italian Grand Prix,LEC,1,SOFT,17,1,17
2020,Italian Grand Prix,LEC,2,HARD,7,18,24
2020,Italian Grand Prix,MAG,1,MEDIUM,1,1,1
2020,Italian Grand Prix,MAG,2,HARD,17,2,18
2020,Italian Grand Prix,NOR,1,SOFT,22,1,22
2020,Italian Grand Prix,NOR,2,MEDIUM,4,23,26
2020,Italian Grand Prix,NOR,3,MEDIUM,27,27,53
2020,Italian Grand Prix,OCO,1,SOFT,22,1,22
2020,Italian Grand Prix,OCO,2,MEDIUM,4,23,26
2020,Italian Grand Prix,OCO,3,SOFT,27,27,53
2020,Italian Grand Prix,PER,1,SOFT,22,1,22
2020,Italian Grand Prix,PER,2,MEDIUM,4,23,26
2020,Italian Grand Prix,PER,3,MEDIUM,27,27,53
2020,Italian Grand Prix,RAI,1,MEDIUM,18,1,18
2020,Italian Grand Prix,RAI,2,HARD,8,19,26
2020,Italian Grand Prix,RAI,3,SOFT,27,27,53
2020,Italian Grand Prix,RIC,1,SOFT,22,1,22
2020,Italian Grand Prix,RIC,2,MEDIUM,4,23,26
2020,Italian Grand Prix,RIC,3,MEDIUM,27,27,53
2020,Italian Grand Prix,RUS,1,MEDIUM,22,1,22
2020,Italian Grand Prix,RUS,2,HARD,4,23,26
2020,Italian Grand Prix,RUS,3,MEDIUM,27,27,53
2020,Italian Grand Prix,SAI,1,SOFT,22,1,22
2020,Italian Grand Prix,SAI,2,MEDIUM,4,23,26
2020,Italian Grand Prix,SAI,3,MEDIUM,27,27,53
2020,Italian Grand Prix,STR,1,SOFT,26,1,26
2020,Italian Grand Prix,STR,2,MEDIUM,27,27,53
2020,Italian Grand Prix,VER,1,SOFT,22,1,22
2020,Italian Grand Prix,VER,2,MEDIUM,4,23,26
2020,Italian Grand Prix,VER,3,MEDIUM,4,27,30
2020,Italian Grand Prix,VET,1,HARD,6,1,6
2020,Portuguese Grand Prix,ALB,1,SOFT,19,1,19
2020,Portuguese Grand Prix,ALB,2,MEDIUM,27,20,46
2020,Portuguese Grand Prix,ALB,3,SOFT,19,47,65
2020,Portuguese Grand Prix,BOT,1,MEDIUM,41,1,41
2020,Portuguese Grand Prix,BOT,2,HARD,25,42,66
2020,Portuguese Grand Prix,GAS,1,SOFT,28,1,28
2020,Portuguese Grand Prix,GAS,2,MEDIUM,37,29,65
2020,Portuguese Grand Prix,GIO,1,MEDIUM,28,1,28
2020,Portuguese Grand Prix,GIO,2,HARD,37,29,65
2020,Portuguese Grand Prix,GRO,1,MEDIUM,26,1,26
2020,Portuguese Grand Prix,GRO,2,HARD,39,27,65
2020,Portuguese Grand Prix,HAM,1,MEDIUM,40,1,40
2020,Portuguese Grand Prix,HAM,2,HARD,26,41,66
2020,Portuguese Grand Prix,KVY,1,MEDIUM,25,1,25
2020,Portuguese Grand Prix,KVY,2,HARD,30,26,55
2020,Portuguese Grand Prix,KVY,3,SOFT,9,56,64
2020,Portuguese Grand Prix,LAT,1,MEDIUM,24,1,24
2020,Portuguese Grand Prix,LAT,2,HARD,40,25,64
2020,Portuguese Grand Prix,LEC,1,MEDIUM,34,1,34
2020,Portuguese Grand Prix,LEC,2,HARD,32,35,66
2020,Portuguese Grand Prix,MAG,1,HARD,31,1,31
2020,Portuguese Grand Prix,MAG,2,MEDIUM,34,32,65
2020,Portuguese Grand Prix,NOR,1,SOFT,18,1,18
2020,Portuguese Grand Prix,NOR,2,HARD,25,19,43
2020,Portuguese Grand Prix,NOR,3,MEDIUM,22,44,65
2020,Portuguese Grand Prix,OCO,1,MEDIUM,53,1,53
2020,Portuguese Grand Prix,OCO,2,SOFT,12,54,65
2020,Portuguese Grand Prix,PER,1,SOFT,1,1,1
2020,Portuguese Grand Prix,PER,2,MEDIUM,44,2,45
2020,Portuguese Grand Prix,PER,3,SOFT,20,46,65
2020,Portuguese Grand Prix,RAI,1,SOFT,11,1,11
2020,Portuguese Grand Prix,RAI,2,MEDIUM,54,12,65
2020,Portuguese Grand Prix,RIC,1,SOFT,14,1,14
2020,Portuguese Grand Prix,RIC,2,MEDIUM,51,15,65
2020,Portuguese Grand Prix,RUS,1,MEDIUM,36,1,36
2020,Portuguese Grand Prix,RUS,2,HARD,29,37,65
2020,Portuguese Grand Prix,SAI,1,SOFT,26,1,26
2020,Portuguese Grand Prix,SAI,2,MEDIUM,39,27,65
2020,Portuguese Grand Prix,STR,1,MEDIUM,18,1,18
2020,Portuguese Grand Prix,STR,2,HARD,16,19,34
2020,Portuguese Grand Prix,STR,3,SOFT,17,35,51
2020,Portuguese Grand Prix,VER,1,SOFT,23,1,23
2020,Portuguese Grand Prix,VER,2,MEDIUM,43,24,66
2020,Portuguese Grand Prix,VET,1,MEDIUM,27,1,27
2020,Portuguese Grand Prix,VET,2,HARD,38,28,65
2020,Russian Grand Prix,ALB,1,SOFT,1,1,1
2020,Russian Grand Prix,ALB,2,HARD,26,2,27
2020,Russian Grand Prix,ALB,3,MEDIUM,26,28,53
2020,Russian Grand Prix,BOT,1,MEDIUM,26,1,26
2020,Russian Grand Prix,BOT,2,HARD,27,27,53
2020,Russian Grand Prix,GAS,1,SOFT,18,1,18
2020,Russian Grand Prix,GAS,2,HARD,24,19,42
2020,Russian Grand Prix,GAS,3,MEDIUM,11,43,53
2020,Russian Grand Prix,GIO,1,MEDIUM,16,1,16
2020,Russian Grand Prix,GIO,2,HARD,36,17,52
2020,Russian Grand Prix,GRO,1,MEDIUM,17,1,17
2020,Russian Grand Prix,GRO,2,HARD,25,18,42
2020,Russian Grand Prix,GRO,3,MEDIUM,10,43,52
2020,Russian Grand Prix,HAM,1,SOFT,16,1,16
2020,Russian Grand Prix,HAM,2,HARD,37,17,53
2020,Russian Grand Prix,KVY,1,HARD,30,1,30
2020,Russian Grand Prix,KVY,2,MEDIUM,23,31,53
2020,Russian Grand Prix,LAT,1,MEDIUM,17,1,17
2020,Russian Grand Prix,LAT,2,HARD,35,18,52
2020,Russian Grand Prix,LEC,1,MEDIUM,28,1,28
2020,Russian Grand Prix,LEC,2,HARD,25,29,53
2020,Russian Grand Prix,MAG,1,MEDIUM,19,1,19
2020,Russian Grand Prix,MAG,2,HARD,33,20,52
2020,Russian Grand Prix,NOR,1,SOFT,1,1,1
2020,Russian Grand Prix,NOR,2,HARD,46,2,47
2020,Russian Grand Prix,NOR,3,MEDIUM,5,48,52
2020,Russian Grand Prix,OCO,1,SOFT,18,1,18
2020,Russian Grand Prix,OCO,2,HARD,35,19,53
2020,Russian Grand Prix,PER,1,SOFT,20,1,20
2020,Russian Grand Prix,PER,2,HARD,33,21,53
2020,Russian Grand Prix,RAI,1,HARD,35,1,35
2020,Russian Grand Prix,RAI,2,MEDIUM,17,36,52
2020,Russian Grand Prix,RIC,1,SOFT,15,1,15
2020,Russian Grand Prix,RIC,2,HARD,38,16,53
2020,Russian Grand Prix,RUS,1,MEDIUM,1,1,1
2020,Russian Grand Prix,RUS,2,HARD,13,2,14
2020,Russian Grand Prix,RUS,3,MEDIUM,36,15,50
2020,Russian Grand Prix,RUS,4,SOFT,2,51,52
2020,Russian Grand Prix,SAI,1,SOFT,1,1,1
2020,Russian Grand Prix,STR,1,MEDIUM,1,1,1
2020,Russian Grand Prix,VER,1,MEDIUM,25,1,25
2020,Russian Grand Prix,VER,2,HARD,28,26,53
2020,Russian Grand Prix,VET,1,MEDIUM,30,1,30
2020,Russian Grand Prix,VET,2,HARD,22,31,52
2020,Sakhir Grand Prix,AIT,1,MEDIUM,31,1,31
2020,Sakhir Grand Prix,AIT,2,HARD,23,32,54
2020,Sakhir Grand Prix,AIT,3,MEDIUM,5,55,59
2020,Sakhir Grand Prix,AIT,4,SOFT,28,60,87
2020,Sakhir Grand Prix,ALB,1,MEDIUM,47,1,47
2020,Sakhir Grand Prix,ALB,2,HARD,15,48,62
2020,Sakhir Grand Prix,ALB,3,SOFT,25,63,87
2020,Sakhir Grand Prix,BOT,1,MEDIUM,49,1,49
2020,Sakhir Grand Prix,BOT,2,HARD,13,50,62
2020,Sakhir Grand Prix,BOT,3,HARD,25,63,87
2020,Sakhir Grand Prix,FIT,1,SOFT,31,1,31
2020,Sakhir Grand Prix,FIT,2,MEDIUM,22,32,53
2020,Sakhir Grand Prix,FIT,3,SOFT,10,54,63
2020,Sakhir Grand Prix,FIT,4,SOFT,24,64,87
2020,Sakhir Grand Prix,GAS,1,SOFT,28,1,28
2020,Sakhir Grand Prix,GAS,2,MEDIUM,23,29,51
2020,Sakhir Grand Prix,GAS,3,HARD,36,52,87
2020,Sakhir Grand Prix,GIO,1,MEDIUM,26,1,26
2020,Sakhir Grand Prix,GIO,2,HARD,28,27,54
2020,Sakhir Grand Prix,GIO,3,MEDIUM,33,55,87
2020,Sakhir Grand Prix,KVY,1,SOFT,27,1,27
2020,Sakhir Grand Prix,KVY,2,MEDIUM,26,28,53
2020,Sakhir Grand Prix,KVY,3,HARD,34,54,87
2020,Sakhir Grand Prix,LAT,1,SOFT,27,1,27
2020,Sakhir Grand Prix,LAT,2,MEDIUM,26,28,53
2020,Sakhir Grand Prix,LEC,1,SOFT,1,1,1
2020,Sakhir Grand Prix,MAG,1,SOFT,26,1,26
2020,Sakhir Grand Prix,MAG,2,MEDIUM,28,27,54
2020,Sakhir Grand Prix,MAG,3,SOFT,33,55,87
2020,Sakhir Grand Prix,NOR,1,SOFT,20,1,20
2020,Sakhir Grand Prix,NOR,2,MEDIUM,34,21,54
2020,Sakhir Grand Prix,NOR,3,MEDIUM,33,55,87
2020,Sakhir Grand Prix,OCO,1,MEDIUM,41,1,41
2020,Sakhir Grand Prix,OCO,2,HARD,46,42,87
2020,Sakhir Grand Prix,PER,1,SOFT,1,1,1
2020,Sakhir Grand Prix,PER,2,MEDIUM,46,2,47
2020,Sakhir Grand Prix,PER,3,HARD,40,48,87
2020,Sakhir Grand Prix,RAI,1,MEDIUM,23,1,23
2020,Sakhir Grand Prix,RAI,2,HARD,31,24,54
2020,Sakhir Grand Prix,RAI,3,MEDIUM,8,55,62
2020,Sakhir Grand Prix,RAI,4,SOFT,25,63,87
2020,Sakhir Grand Prix,RIC,1,SOFT,29,1,29
2020,Sakhir Grand Prix,RIC,2,MEDIUM,26,30,55
2020,Sakhir Grand Prix,RIC,3,HARD,32,56,87
2020,Sakhir Grand Prix,RUS,1,MEDIUM,45,1,45
2020,Sakhir Grand Prix,RUS,2,HARD,17,46,62
2020,Sakhir Grand Prix,RUS,3,MEDIUM,1,63,63
2020,Sakhir Grand Prix,RUS,4,MEDIUM,15,64,78
2020,Sakhir Grand Prix,RUS,5,SOFT,9,79,87
2020,Sakhir Grand Prix,SAI,1,SOFT,28,1,28
2020,Sakhir Grand Prix,SAI,2,MEDIUM,27,29,55
2020,Sakhir Grand Prix,SAI,3,MEDIUM,32,56,87
2020,Sakhir Grand Prix,STR,1,SOFT,42,1,42
2020,Sakhir Grand Prix,STR,2,MEDIUM,45,43,87
2020,Sakhir Grand Prix,VER,1,SOFT,1,1,1
2020,Sakhir Grand Prix,VET,1,MEDIUM,31,1,31
2020,Sakhir Grand Prix,VET,2,HARD,23,32,54
2020,Sakhir Grand Prix,VET,3,SOFT,9,55,63
2020,Sakhir Grand Prix,VET,4,SOFT,24,64,87
2020,Spanish Grand Prix,ALB,1,SOFT,17,1,17
2020,Spanish Grand Prix,ALB,2,HARD,22,18,39
2020,Spanish Grand Prix,ALB,3,MEDIUM,26,40,65
2020,Spanish Grand Prix,BOT,1,SOFT,23,1,23
2020,Spanish Grand Prix,BOT,2,MEDIUM,25,24,48
2020,Spanish Grand Prix,BOT,3,SOFT,16,49,64
2020,Spanish Grand Prix,BOT,4,MEDIUM,2,65,66
2020,Spanish Grand Prix,GAS,1,SOFT,21,1,21
2020,Spanish Grand Prix,GAS,2,MEDIUM,21,22,42
2020,Spanish Grand Prix,GAS,3,MEDIUM,23,43,65
2020,Spanish Grand Prix,GIO,1,MEDIUM,21,1,21
2020,Spanish Grand Prix,GIO,2,MEDIUM,24,22,45
2020,Spanish Grand Prix,GIO,3,SOFT,20,46,65
2020,Spanish Grand Prix,GRO,1,MEDIUM,32,1,32
2020,Spanish Grand Prix,GRO,2,SOFT,30,33,62
2020,Spanish Grand Prix,GRO,3,SOFT,2,63,64
2020,Spanish Grand Prix,HAM,1,SOFT,23,1,23
2020,Spanish Grand Prix,HAM,2,MEDIUM,27,24,50
2020,Spanish Grand Prix,HAM,3,MEDIUM,16,51,66
2020,Spanish Grand Prix,KVY,1,SOFT,21,1,21
2020,Spanish Grand Prix,KVY,2,MEDIUM,24,22,45
2020,Spanish Grand Prix,KVY,3,MEDIUM,20,46,65
2020,Spanish Grand Prix,LAT,1,MEDIUM,28,1,28
2020,Spanish Grand Prix,LAT,2,MEDIUM,21,29,49
2020,Spanish Grand Prix,LAT,3,SOFT,15,50,64
2020,Spanish Grand Prix,LEC,1,SOFT,29,1,29
2020,Spanish Grand Prix,LEC,2,MEDIUM,9,30,38
2020,Spanish Grand Prix,MAG,1,SOFT,28,1,28
2020,Spanish Grand Prix,MAG,2,MEDIUM,37,29,65
2020,Spanish Grand Prix,NOR,1,SOFT,21,1,21
2020,Spanish Grand Prix,NOR,2,SOFT,23,22,44
2020,Spanish Grand Prix,NOR,3,MEDIUM,21,45,65
2020,Spanish Grand Prix,OCO,1,MEDIUM,34,1,34
2020,Spanish Grand Prix,OCO,2,SOFT,31,35,65
2020,Spanish Grand Prix,PER,1,SOFT,29,1,29
2020,Spanish Grand Prix,PER,2,MEDIUM,36,30,65
2020,Spanish Grand Prix,RAI,1,MEDIUM,20,1,20
2020,Spanish Grand Prix,RAI,2,MEDIUM,24,21,44
2020,Spanish Grand Prix,RAI,3,SOFT,21,45,65
2020,Spanish Grand Prix,RIC,1,MEDIUM,35,1,35
2020,Spanish Grand Prix,RIC,2,SOFT,30,36,65
2020,Spanish Grand Prix,RUS,1,SOFT,19,1,19
2020,Spanish Grand Prix,RUS,2,MEDIUM,16,20,35
2020,Spanish Grand Prix,RUS,3,MEDIUM,30,36,65
2020,Spanish Grand Prix,SAI,1,SOFT,22,1,22
2020,Spanish Grand Prix,SAI,2,SOFT,19,23,41
2020,Spanish Grand Prix,SAI,3,MEDIUM,24,42,65
2020,Spanish Grand Prix,STR,1,SOFT,27,1,27
2020,Spanish Grand Prix,STR,2,MEDIUM,15,28,42
2020,Spanish Grand Prix,STR,3,SOFT,23,43,65
2020,Spanish Grand Prix,VER,1,SOFT,21,1,21
2020,Spanish Grand Prix,VER,2,MEDIUM,20,22,41
2020,Spanish Grand Prix,VER,3,MEDIUM,25,42,66
2020,Spanish Grand Prix,VET,1,MEDIUM,29,1,29
2020,Spanish Grand Prix,VET,2,SOFT,36,30,65
2020,Styrian Grand Prix,ALB,1,SOFT,35,1,35
2020,Styrian Grand Prix,ALB,2,MEDIUM,36,36,71
2020,Styrian Grand Prix,BOT,1,SOFT,34,1,34
2020,Styrian Grand Prix,BOT,2,MEDIUM,37,35,71
2020,Styrian Grand Prix,GAS,1,SOFT,24,1,24
2020,Styrian Grand Prix,GAS,2,HARD,25,25,49
2020,Styrian Grand Prix,GAS,3,SOFT,21,50,70
2020,Styrian Grand Prix,GIO,1,MEDIUM,39,1,39
2020,Styrian Grand Prix,GIO,2,SOFT,31,40,70
2020,Styrian Grand Prix,GRO,1,SOFT,37,1,37
2020,Styrian Grand Prix,GRO,2,MEDIUM,33,38,70
2020,Styrian Grand Prix,HAM,1,SOFT,27,1,27
2020,Styrian Grand Prix,HAM,2,MEDIUM,44,28,71
2020,Styrian Grand Prix,KVY,1,MEDIUM,36,1,36
2020,Styrian Grand Prix,KVY,2,HARD,34,37,70
2020,Styrian Grand Prix,LAT,1,MEDIUM,32,1,32
2020,Styrian Grand Prix,LAT,2,SOFT,37,33,69
2020,Styrian Grand Prix,LEC,1,SOFT,1,1,1
2020,Styrian Grand Prix,LEC,2,HARD,3,2,4
2020,Styrian Grand Prix,MAG,1,SOFT,31,1,31
2020,Styrian Grand Prix,MAG,2,MEDIUM,39,32,70
2020,Styrian Grand Prix,NOR,1,SOFT,39,1,39
2020,Styrian Grand Prix,NOR,2,MEDIUM,32,40,71
2020,Styrian Grand Prix,OCO,1,SOFT,25,1,25
2020,Styrian Grand Prix,PER,1,SOFT,38,1,38
2020,Styrian Grand Prix,PER,2,MEDIUM,33,39,71
2020,Styrian Grand Prix,RAI,1,MEDIUM,44,1,44
2020,Styrian Grand Prix,RAI,2,SOFT,26,45,70
2020,Styrian Grand Prix,RIC,1,MEDIUM,37,1,37
2020,Styrian Grand Prix,RIC,2,SOFT,34,38,71
2020,Styrian Grand Prix,RUS,1,SOFT,34,1,34
2020,Styrian Grand Prix,RUS,2,MEDIUM,35,35,69
2020,Styrian Grand Prix,SAI,1,SOFT,32,1,32
2020,Styrian Grand Prix,SAI,2,MEDIUM,34,33,66
2020,Styrian Grand Prix,SAI,3,SOFT,4,67,70
2020,Styrian Grand Prix,STR,1,SOFT,33,1,33
2020,Styrian Grand Prix,STR,2,MEDIUM,38,34,71
2020,Styrian Grand Prix,VER,1,SOFT,24,1,24
2020,Styrian Grand Prix,VER,2,MEDIUM,44,25,68
2020,Styrian Grand Prix,VER,3,SOFT,3,69,71
2020,Styrian Grand Prix,VET,1,MEDIUM,1,1,1
2020,Turkish Grand Prix,ALB,1,WET,12,1,12
2020,Turkish Grand Prix,ALB,2,INTERMEDIATE,22,13,34
2020,Turkish Grand Prix,ALB,3,INTERMEDIATE,24,35,58
2020,Turkish Grand Prix,BOT,1,WET,7,1,7
2020,Turkish Grand Prix,BOT,2,INTERMEDIATE,39,8,46
2020,Turkish Grand Prix,BOT,3,INTERMEDIATE,11,47,57
2020,Turkish Grand Prix,GAS,1,WET,10,1,10
2020,Turkish Grand Prix,GAS,2,INTERMEDIATE,23,11,33
2020,Turkish Grand Prix,GAS,3,INTERMEDIATE,24,34,57
2020,Turkish Grand Prix,GIO,1,WET,8,1,8
2020,Turkish Grand Prix,GIO,2,INTERMEDIATE,4,9,12
2020,Turkish Grand Prix,GRO,1,WET,8,1,8
2020,Turkish Grand Prix,GRO,2,INTERMEDIATE,28,9,36
2020,Turkish Grand Prix,GRO,3,INTERMEDIATE,13,37,49
